Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
Opera Mundi,operamundi.br,100064693240918,NEWS_SITE,BR,"Jornal independente há 14 anos.

APOIE A MÍDIA INDEPENDENTE! 

www.operamundi.com.br/apoio",2009-10-28 14:49:44,279241,285392,2023-01-09 15:20:05 BRT,2023-01-09,15:20:05,Link,34,18,7,3,0,1,0,0,5,0,,-,0,0,0,N/A,https://www.facebook.com/100064693240918/posts/540639228102514,"Termo alude a cumprimento militar; chamadas para invasão do Planalto, Congresso e STF correram em redes sociais.",https://operamundi.uol.com.br/politica-e-economia/78505/bolsonaristas-usam-codigo-festa-da-selma-para-coordenar-invasao-em-brasilia,https://operamundi.uol.com.br/permalink/78505,,Bolsonaristas usam código 'Festa da Selma' para coordenar invasão em Brasília,"Termo alude a cumprimento militar; chamadas para invasão do Planalto, Congresso e STF correram em redes sociais",,,,34,-1.26
elDiario.es,elDiarioes,417471918268686,NEWS_SITE,ES,"Periodismo a pesar de todo. Te necesitamos. Hazte socio, hazte socia https://usuarios.eldiario.es/hazte_socio",2012-03-27 11:38:57,587214,664691,2023-01-09 16:40:21 BRT,2023-01-09,16:40:21,Link,34,5,8,3,0,2,0,3,13,0,,-,0,0,0,N/A,https://www.facebook.com/417471918268686/posts/6618364411512708,"Los seguidores ultra de Bolsonaro usaron un nombre en clave para movilizarse por Internet. El asalto del domingo se organizó primero en redes sociales y en aplicaciones de mensajería, según expertos",https://www.eldiario.es/internacional/theguardian/festa-da-selma-nombre-clave-seguidores-bolsonaro-movilizarse-internet_1_9852538.html,,,'Festa da Selma': el nombre en clave de los seguidores de Bolsonaro para movilizarse por Internet,"El asalto de los partidarios del expresidente ultraderechista a las sedes institucionales brasileñas se organizó primero en redes privadas de mensajería, según los expertos",,,,34,-3.59
SBT,SBT,100064405581075,TV_NETWORK,BR,Olá! Esta é a página oficial do SBT no Facebook.,2010-07-15 12:55:03,11755266,12800448,2023-01-14 09:45:42 BRT,2023-01-14,09:45:42,Link,34,14,15,2,0,0,3,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100064405581075/posts/639512454872268,Padrão das invasões aos Três Poderes leva investigadores a mirar militares com treinamento especial (via SBT News),https://www.sbtnews.com.br/noticia/brasil/236320-a-festa-da-selma-de-forcas-militares-da-reserva?utm_medium=Social&utm_source=Facebook#Echobox=1673680152,https://www.sbtnews.com.br/noticia/brasil/236320-a-festa-da-selma-de-forcas-militares-da-reserva,,"A ""Festa da Selma"" de forças militares da reserva",,,,,34,-5.79
LQ Noticias - Apurímac,lqnoticias,100063917322477,MEDIA_NEWS_COMPANY,PE,"LO QUE TÚ NO SABES - NO SABES NOTICIAS, ES UN ESPACIO INFORMATIVO QUE TIENE LA FINALIDAD CONTRIBUIR",2017-08-08 05:49:48,33715,39647,2023-01-16 16:04:32 BRT,2023-01-16,16:04:32,Photo,33,24,2,3,0,0,0,1,3,0,,-,0,0,0,N/A,https://www.facebook.com/100063917322477/posts/572276834912889,"⚠#mundo #LATAM ||📢🔴OLA DE VIOLENCIA EN LATAM: DESDE LAS 40 MUERTES EN PERÚ HASTA LA TOMA DE LOS 3 PODERES EN BRASIL La violencia se extiende en Latinoamérica: mientras Perú vive una aguda crisis política y social, Brasil sufrió un intento de golpe de Estado por parte de bolsonaristas. La República dialogó con especialistas para comprender la compleja situación regional. América Latina es una paradoja, una región convulsionada, que sufre una nueva ola de violencia. En Brasil, tras la toma del Congreso, Poder Ejecutivo y Corte Suprema por los bolsonaristas; en Perú, luego del intento de golpe de Estado de Pedro Castillo y los enfrentamientos entre la Policía y manifestantes, que dejan al menos 42 fallecidos; y en Bolivia, después del arresto del líder opositor y gobernador de Santa Cruz, Luis Fernando Camacho. “La violencia es una constante en América Latina, de las 50 ciudades más violentas del mundo, 42 están en Latinoamérica (...), y esto se debe en muchos casos a un proceso de debilitamiento muy acelerado del Estado”, afirma Alonso Cárdenas, sociólogo y docente de Ciencia Política. ¿Qué está ocurriendo en Latinoamérica, por qué la violencia y radicalismo vuelve a controlarnos? Perú, “una sociedad deprimida” La mañana del 7 de diciembre, Pedro Castillo decidió cerrar el Congreso. “Disolver temporalmente...”, dijo en televisión, mientras las manos le temblaban y algunos recordaban el infame autogolpe de Alberto Fujimori en 1992. Aquel día se debatiría la tercera vacancia por incapacidad moral permanente. El rechazo —unánime— originó la vacancia y el encarcelamiento de Castillo, y la siguiente asunción de Dina Boluarte como la primera presidenta del país. Este sería el inicio de una nueva crisis política y social en el país, donde exigen la renuncia de la mandataria, nuevas elecciones, una asamblea constituyente, entre otras. Jorge Yamamoto, psicólogo e investigador social, afirma que somos “una sociedad deprimida”, que ha decaído en la calidad profesional y que tiende a ser más impulsiva. Además, con gobiernos y congresos “inconmensurablemente incompetentes, y más corruptos que su inconmensurable incompetencia”, este sería el caldo de cultivo ideal para generar frustración. “(Perú tiene) una población con un elevado nivel de depresión, hay más polarización, más facilidad para entrar en enfrentamientos violentos y en reducir la racionalidad”, explica. “Un Estado fallido” La violencia en los enfrentamientos entre manifestantes y Policías ha dejado 42 fallecidos en el Perú, según la Defensoría del Pueblo. Además de otros 7 ciudadanos que perdieron la vida tras el bloqueo de carreteras. “Hay un proceso de implosión del Estado, de debilitamiento de sus capacidades (...). Perú se está convirtiendo en un Estado fallido, se está erosionando de una manera muy acelerada porque se ejerce la violencia sin legitimidad. Lo que hemos visto nosotros en Puno, Ayacucho, es el ejercicio desmedido, desproporcionado de la violencia que le quita legitimidad al Estado”, afirma Alonso Cárdenas. El violento intento de golpe de Estado en Brasil En el gigante sudamericano ocurre algo similar, pero paradójicamente las protestas son impulsadas por grupos de ultraderecha, seguidores del expresidente Jair Bolsonaro, que no reconocen la victoria de Lula da Silva, mientras en Perú, con tendencia hacia la izquierda y progresismo. Desde el 31 de octubre del 2022, cuando Lula venció en las elecciones presidenciales, los bolsonaristas manifestaron su rechazo con marchas y acamparon frente a la sede de las Fuerzas Armadas en Brasil: exigían un golpe de Estado. A partir de esa fecha, en grupos de WhatsApp y redes sociales, los radicales seguidores de Bolsonaro hablaban de invadir las tres sedes de los poderes del Estado en Brasil y bajo el código “Festa da Selma” coordinaron la invasión en Brasilia, según reveló una investigación de la Agência Pública. La invasión al Congreso, Poder Ejecutivo y Corte Suprema duró poco menos de 3 horas, pero, según señaló Lula, “fue una advertencia, una muy grande advertencia de que tenemos que ser más cuidadosos”. El fallido golpe concluyó con más de 1.500 detenidos, con las instalaciones destruidas, con el robo de armas, con restos de orines, sangre y heces, según reveló el ministro de Comunicación Social, Paulo Pimenta. Asimismo, el 55% de los brasileños considera al expresidente Jair Bolsonaro responsable por los asaltos golpistas, según una encuesta divulgada por Datafolha. No obstante, el futuro de Brasil aún es nubloso. Los bolsonaristas han hecho llamamientos a nuevas protestas y los militares, si bien han ignorado los pedidos de golpe de Estado, optaron por el silencio y la quietud en los cuarteles ante el asalto a los poderes, que muestra la división tras la salida de Jair Bolsonaro.",https://www.facebook.com/photo.php?fbid=572276744912898&set=a.199431975530712&type=3,,,,,,,,33,-2.82
MyNews,canalmynews,100063785133520,TV_CHANNEL,BR,MyNews é um canal inovador e independente de jornalismo no YouTube. Nosso objetivo é trazer inform,2018-02-16 21:41:35,23061,35533,2023-01-11 20:00:00 BRT,2023-01-11,20:00:00,Native Video,31,19,1,9,0,0,0,1,1,0,owned,Yes,171,187,0,00:00:57,https://www.facebook.com/100063785133520/posts/622321073237392,Festa da Selma e viagem para a praia: os códigos bolsonaristas para a invasão às sedes dos Três Poderes Confira mais no #AlmoçoDoMyNews desta quarta-feira (11) 👇 http://bit.ly/3QuHXks:=:https://www.youtube.com/watch?v=1BPQ5zKTDws #Bolsonaro #Brasília #Brasil #DF #Lula #presidente #democracia,https://www.facebook.com/canalmynews/videos/933387961404593/,,,"Os códigos dos grupos bolsonaristas que invadiram o Palácio, o Congresso e o STF",,,,,31,-6.32
RP10,RP10Oficial,842205022531438,NEWS_SITE,BR,"Confira as últimas do dia a dia. Saiba mais sobre Polícia, Política, Entretenimento, Notícias do Brasil e do mundo.",2015-06-15 11:52:11,83911,133051,2023-01-09 10:08:44 BRT,2023-01-09,10:08:44,Link,30,22,4,0,1,0,0,0,3,0,,-,0,0,0,N/A,https://www.facebook.com/842205022531438/posts/5924673240951232,"Termo alude a cumprimento militar; chamadas para invasão do Planalto, Congresso e STF correram em redes sociais",https://www.rp10.com.br/2023/01/bolsonaristas-usam-codigo-festa-da-selma-para-coordenar-invasao-em-brasilia/,,,"Bolsonaristas usam código ""Festa da Selma"" para coordenar invasão em Brasília","Por Bruno Fonseca, Laura Scofield | “Selma”, uma alusão à Selva — expressão usada por militares brasileiros — foi um dos códigos usados por bolsonaristas para",,,,30,-6
Bahia Notícias,bahianoticias,279744252068590,MEDIA_NEWS_COMPANY,BR,"Fique bem informado sobre o que acontece na Bahia, no Brasil e no mundo.",2011-11-25 18:52:35,1183628,1176022,2023-01-09 22:00:06 BRT,2023-01-09,22:00:06,Link,30,13,8,4,0,0,0,1,4,0,,-,0,0,0,N/A,https://www.facebook.com/279744252068590/posts/5980684598641165,"Para coordenar os ataques e ocultar possíveis vazamentos, os bolsonaristas utilizaram um codinome nas redes sociais para a invasão, a chamando de “Festa da Selma”, uma alusão à saudação do Exército Brasileiro: “Selva”. Confira ⬇ https://www.bahianoticias.com.br/noticia/276268-.html?f:=:https://www.bahianoticias.com.br/noticia/276268-bolsonaristas-utilizam-codinome-festa-da-selma-para-coordenar-invasao-em-brasilia",https://www.bahianoticias.com.br/noticia/276268-.htm,https://www.bahianoticias.com.br/noticia/276268-bolsonaristas-utilizam-codinome-festa-da-selma-para-coordenar-invasao-em-brasilia,,"Bolsonaristas utilizam codinome ""Festa da Selma"" para coordenar invasão em Brasília - Notícia - Bahia Notícias","O último domingo (8) foi marcado por uma cena de horrores em Brasília, grupos extremistas invadiram as sedes dos Três Poderes e vandalizaram as instituições. Para coordenar os ataques e ocultar possíveis vazamentos, os bolsonaristas utilizaram um codinome nas redes sociais para a invasão, a c...",,,,30,-8.9
Expresso,jornalexpresso,43218682948,TOPIC_NEWSPAPER,PT,"Página oficial do Expresso no Facebook. As notícias e a opinião que interessam. Todos os dias, a todas as horas 
https://expresso.pt",2009-01-03 09:57:23,778267,832196,2023-01-12 01:30:05 BRT,2023-01-12,01:30:05,Link,29,9,14,3,1,0,0,1,1,0,,-,0,0,0,N/A,https://www.facebook.com/43218682948/posts/10160017758212949,Na descrição da “Festa da Selma“ os organizadores avisavam que o evento ia ser violento e com confrontos com a polícia,https://expresso.pt/internacional/brasil/2023-01-11-Festa-da-Selma-foi-o-codigo-usado-pelos-atacantes-em-Brasilia-5dd92d37,,,“Festa da Selma“ foi o código usado pelos atacantes em Brasília,Na descrição da “Festa da Selma“ os organizadores avisavam que o evento ia ser violento e com confrontos com a polícia,,,,29,-2.31
Polígrafo,jornalpoligrafo,258649144844557,MEDIA_NEWS_COMPANY,PT,"Página oficial do Polígrafo, o primeiro jornal português de fact-checking. Em nome da verdade. Todos os dias. ",2018-10-18 14:31:26,126427,135694,2023-01-09 06:33:45 BRT,2023-01-09,06:33:45,Link,26,5,18,1,0,0,1,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/258649144844557/posts/1149904215719041,"Invasão das sedes dos três poderes na capital do Brasil, Palácio do Planalto, Supremo Tribunal Federal e Congresso, começou este domingo, com Bolsonaro já fora do país, em Orlando, EUA. Apoiantes do antigo Presidente não aceitam subida de Lula da Silva ao poder e apresentam sete exigências: até que estas sejam satisfeitas, prometem continuar a ocupar e a destruir os edifícios. Na origem dos ataques, avança a Agência Lupa, grupos de WhatsApp onde corriam, desde dezembro, convites para a ""Festa da Selma"".",https://poligrafo.sapo.pt/internacional/artigos/bolsonaristas-utilizaram-codigo-festa-da-selma-para-convocar-via-whatsapp-os-ataques-em-brasilia?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1673256405,https://poligrafo.sapo.pt/internacional/artigos/bolsonaristas-utilizaram-codigo-festa-da-selma-para-convocar-via-whatsapp-os-ataques-em-brasilia,,"Bolsonaristas utilizaram código ""Festa da Selma"" para convocar via WhatsApp os ataques em Brasília","Invasão das sedes dos três poderes na capital do Brasil, Palácio do Planalto, Supremo Tribunal Federal e Congresso, começou este domingo, com Bolsonaro já fora do país, em Orlando, EUA. Apoiantes do antigo Presidente não aceitam subida de Lula da Silva ao poder e apresentam sete exigências: ...",,,,26,-2.38
Rede Brasil Atual,redebrasilatual,127835925882,NEWS_SITE,BR,"Rede Brasil Atual, TVT, Rádio Brasil Atual e Revista do Brasil na internet pelo http://www.redebrasilatual.com.br. Acompanhe também pelo Twitter: twitter.com/redebrasilatual e Instagram: @redebrasilatual",2009-07-22 18:59:03,130757,134151,2023-01-11 20:01:02 BRT,2023-01-11,20:01:02,Link,26,13,1,9,0,1,2,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/127835925882/posts/10160384060085883,"Por que a ‘Festa da Selma’ não deu certo? Por Flávio Aguiar Tão importante quanto discutir sobre os objetivos desta fracassada missão, é discutir por que, afinal, pelo menos em parte, ela fracassou",https://www.redebrasilatual.com.br/blogs/blog-do-velho-mundo/por-que-a-festa-da-selma-nao-deu-certo-por-flavio-aguiar/,,,Por que a ‘Festa da Selma’ não deu certo? Por Flávio Aguiar,"E tão importante quanto discutir sobre os objetivos desta fracassada missão, é discutir por que, afinal, pelo menos em parte, ela fracassou.",,,,26,-2.85
Joel Teixeira,jornalistajoelteixeira,100064682560084,JOURNALIST,BR,"EDITOR CHEFE : Jornalista Joel Teixeira / DRT 1921/MT
https://tvnoticias.tv/",2018-05-06 13:55:38,13273,17062,2023-01-15 20:47:23 BRT,2023-01-15,20:47:23,Status,24,17,4,0,3,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100064682560084/posts/581193477380066,"A ""Festa da Selma"" O Fantástico mostrando os terroristas bolsonaristas destruindo obras de arte, móveis, tudo nos prédios dos Três Poderes. Contra fatos não há argumentos. Não são infiltrados, são os radicais de Bolsonaro em ação.",,,,,,,,,24,-2.21
Instituto Humanitas Unisinos,InstitutoHumanitasUnisinos,225818170798894,UNIVERSITY,BR,"Instituto Humanitas Unisinos - IHU, São Leopoldo/RS
Visite nosso site: http://www.ihu.unisinos.br
Para entrar em contato, envie e-mail para: humanitas@unisinos.br",2011-08-29 19:00:14,59162,60575,2023-01-12 10:45:01 BRT,2023-01-12,10:45:01,Link,24,12,4,8,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/225818170798894/posts/6815939175120061,"""A arquitetura do golpe foi estrategicamente pensada por pessoas que tinham noção de logística para a produção do caos"", escreve Rudolfo Lago, jornalista.",https://www.ihu.unisinos.br/625478-ate-que-ponto-a-festa-da-selma-era-a-festa-da-selva,,,Até que ponto a “Festa da Selma” era a “Festa da Selva!”?,Apoiadores de Jair Bolsonaro fazem ato em frente ao Palácio da Alvorada. (Foto: José Cruz | Agência Brasil),,,,24,-1.12
Yahoo Noticias,YahooNoticias,169590426398017,NEWS_SITE,BR,Yahoo Notícias: tudo o que você precisa saber da maneira que você mais gosta. http://br.noticias.yahoo.com e @YahooBr,2010-11-16 18:29:56,1800855,1841251,2023-01-14 17:30:02 BRT,2023-01-14,17:30:02,Link,24,11,6,0,0,2,0,0,5,0,,-,0,0,0,N/A,https://www.facebook.com/169590426398017/posts/6234370796586586,"Além da expressão ""Festa da Selma"", o Yahoo! Notícias identificou mensagens escritas à mão usadas para tentar burlar o algoritmo das redes.",https://br.noticias.yahoo.com/terroristas-usaram-tecnica-em-mensagens-para-burlar-algoritmo-saiba-detalhes-070035965.html,,,Terroristas usaram técnica em mensagens para burlar algoritmo; saiba detalhes,"Nas redes, bolsonaristas usaram táticas para tentar burlar o algoritmo e trocar informações livremente sobre atos golpistas em Brasília",,,,24,-4.46
Jornal GGN,JornalGGN,100037804284038,MEDIA_NEWS_COMPANY,BR,Jornalismo crítico & independente em contraponto à grande mídia. www.jornalggn.com.br,2013-04-17 16:16:36,95810,100243,2023-01-19 14:15:41 BRT,2023-01-19,14:15:41,Link,23,13,0,7,0,1,0,0,2,0,,-,0,0,0,N/A,https://www.facebook.com/100037804284038/posts/917770726159728,"Entenda o que há por trás da expressão usada por golpistas para combinar a invasão do Poderes, em Brasília",https://jornalggn.com.br/entenda/racismo-codigo-bolsonarista-festa-da-selma/,,,O racismo por trás do código bolsonarista “festa da Selma”,"Entenda o que há por trás da expressão usada por golpistas para combinar a invasão do Poderes, em Brasília",,,,23,-4.3
MSN Brasil,MSNBrasil,121389567925045,NEWS_SITE,US,Página oficial da MSN Brasil no Facebook. Curta para acompanhar as principais notícias sobre o Brasil e o mundo e participe na conversa nos comentários.,2010-11-25 13:31:41,2618891,2551102,2023-01-09 01:03:48 BRT,2023-01-09,01:03:48,Link,23,8,6,3,0,2,0,0,4,0,,-,0,0,0,N/A,https://www.facebook.com/121389567925045/posts/6219534258110515,Extremistas se comunicavam pelo código “Festa da Selma”,https://www.msn.com/pt-br/noticias/brasil/extremistas-se-comunicavam-pelo-c%C3%B3digo-festa-da-selma/ar-AA167e1l?ocid=ob-fb-ptbr-Noticias,https://www.msn.com/pt-br/noticias/brasil/extremistas-se-comunicavam-pelo-c%C3%B3digo-festa-da-selma/ar-AA167e1l,,Extremistas se comunicavam pelo código “Festa da Selma”,,,,,23,-6.39
SBT News,sbtnewsoficial,100343071774494,NEWS_SITE,BR,A sua fonte segura de informação,2020-07-21 22:29:41,1249753,1943368,2023-01-14 12:00:28 BRT,2023-01-14,12:00:28,Link,22,12,7,1,0,0,2,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100343071774494/posts/715913203550808,Padrão das invasões aos Três Poderes leva investigadores a mirar militares com treinamento especial #sbtnews,https://www.sbtnews.com.br/noticia/brasil/236320-a-festa-da-selma-de-forcas-militares-da-reserva?utm_medium=Social&utm_source=Facebook#Echobox=1673680378,https://www.sbtnews.com.br/noticia/brasil/236320-a-festa-da-selma-de-forcas-militares-da-reserva,,"A ""Festa da Selma"" de forças militares da reserva",,,,,22,-5.45
AncoRadio,ancoradio,100063541273228,RADIO_STATION,IT,ASCOLTACI ANCHE IN DAB h24/7     https://my.radiocampania.eu/station/ancoradio/,2011-01-12 15:06:17,30360,90791,2023-01-10 04:49:13 BRT,2023-01-10,04:49:13,Native Video,21,16,3,2,0,0,0,0,0,0,owned,Yes,505,511,0,00:02:31,https://www.facebook.com/100063541273228/posts/634130572048313,"""FESTA DA SELMA"", BRASILE: LA RIVOLTA DEI SOSTENITORI DI BOLSONARO DAI SOCIAL AL PARLAMENTO",https://www.facebook.com/ancoradio/videos/697545518635047/,,,,,,,,21,-8
Canal Nobre,CanalNobre,113573438803313,TRAVEL_SERVICES,BR,Viagem e Turismo ,2012-11-10 13:39:52,111978,112465,2023-01-11 11:33:28 BRT,2023-01-11,11:33:28,Photo,20,9,1,9,0,0,0,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/113573438803313/posts/2245331408960828,"O código é festa da Selma, vai acontecer uma festa de aniversário enorme e existe uma organização muito grande para juntar e preparar os convidados (...) a organização antes da festa vai ser em um lugar não conhecido, onde as pessoas estão há mais de 65 dias [referência ao Quartel General do Exército em Brasília]. E de lá todos sairão para a festa [Praça dos Três Poderes]."" Veja mais em https://noticias.uol.com.br/politica/ultimas-noticias/2023/01/11/mapa-online-onibus-brasilia-ato-golpista-8-janeiro-preparacao-confronto.htm?cmpid=copiaecola:=:https://noticias.uol.com.br/politica/ultimas-noticias/2023/01/11/mapa-online-onibus-brasilia-ato-golpista-8-janeiro-preparacao-confronto.htm",https://www.facebook.com/CanalNobre/photos/a.118969558263701/2245331082294194/?type=3,,"Nobre CANAL NOBRE BRASIL Q တတල Preparação para ato golpista teve mapa online e previu confronto violento. o mapa se chama ""Viagem para Praia"". Mas, em vez de pontos turisticos, estão listadas 43 cidades no Brasil onde se podia pegar ônibus para ""festa da Selma"", com contatos dos organizadores dos transportes. A festa se refere aos atos de dejaneiro, que invadiram e depredaram sede dos três Poderes da República, em Brasília, em uma tentativa frustrada de golpe. (UOL) https://wwfacebook.com/amanore",,,,,,20,-7.95
Opera Mundi,operamundi.br,100064693240918,NEWS_SITE,BR,"Jornal independente há 14 anos.

APOIE A MÍDIA INDEPENDENTE! 

www.operamundi.com.br/apoio",2009-10-28 14:49:44,279241,285392,2023-01-09 13:02:06 BRT,2023-01-09,13:02:06,Link,20,11,0,8,0,0,0,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/100064693240918/posts/540580891441681,"A partir de 5 de janeiro, quinta-feira, o termo passou a ser mais utilizado no Twitter, junto a vídeos que traziam uma série de códigos bolsonaristas para combinar os ataques deste domingo aos Três Poderes, em Brasília: https://dialogosdosul.operamundi.uol.com.br/brasil/78501/festa-da-selma-de-onde-vem-codigo-usado-para-convocar-invasao-golpista-em-brasilia:=:https://dialogosdosul.operamundi.uol.com.br/permalink/78501 #Brasília #golpistas #terrorismo #bolsonaro -- Inscreva-se em nossa newsletter e receba conteúdos diretamente no seu e-mail: https://dialogosdosul.rds.land/newsletter-3b7ca5fbb0c650eda7d5",https://dialogosdosul.operamundi.uol.com.br/brasil/78501/festa-da-selma-de-onde-vem-codigo-usado-para-convocar-invasao-golpista-em-brasilia,https://dialogosdosul.operamundi.uol.com.br/permalink/78501,,"""Festa da Selma"": de onde vem código usado para convocar invasão golpista em Brasília","Termo vinha sendo usado há dias pelos bolsonaristas livremente em redes sociais abertas, como o Twitter",,,,20,-1.95
CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1229798,1278516,2023-01-11 16:28:26 BRT,2023-01-11,16:28:26,Link,19,7,3,2,0,1,2,4,0,0,,-,0,0,0,N/A,https://www.facebook.com/101826228779402/posts/532515525710468,"Na descrição, os organizadores avisavam que o evento ia ser violento e com confrontos com a polícia. Veja o mapa e as mensagens trocadas aqui:",https://cnnportugal.iol.pt/brasil/ataques/festa-da-selma-usado-como-nome-de-codigo-para-os-ataques-no-brasil/20230111/63bf09510cf2665294d05fbd?utm_source=facebook&utm_medium=social&utm_campaign=ed-cnnportugal,https://cnnportugal.iol.pt/brasil/ataques/festa-da-selma-usado-como-nome-de-codigo-para-os-ataques-no-brasil/20230111/63bf09510cf2665294d05fbd,,“Festa da Selma“ usado como nome de código para os ataques no Brasil,,,,,19,-3.68
Revista Opera,RevistaOpera,100063753142675,MEDIA_NEWS_COMPANY,BR,"Revista Independente.

",2012-04-15 01:41:39,20889,21791,2023-01-08 19:54:26 BRT,2023-01-08,19:54:26,Link,19,4,5,5,0,0,0,0,5,0,,-,0,0,0,N/A,https://www.facebook.com/100063753142675/posts/591625099639256,"Termo usado em ação golpista em Brasília alude a cumprimento militar; chamadas para invasão do Planalto, Congresso e STF correram em redes sociais:",https://revistaopera.com.br/2023/01/08/bolsonaristas-usaram-codigo-festa-da-selma-para-coordenar-invasao-em-brasilia/,,,Bolsonaristas usaram código “Festa da Selma” para coordenar invasão em Brasília - Revista Opera,"Termo usado em ação golpista em Brasília alude a cumprimento militar; chamadas para invasão do Planalto, Congresso e STF correram em redes sociais.",,,,19,-1.79
Notícias ao Minuto,NoticiasAoMinuto,399457500101727,NEWS_SITE,PT,News & media website,2012-07-03 16:29:31,991994,1007661,2023-01-11 17:56:59 BRT,2023-01-11,17:56:59,Link,19,7,1,1,0,0,4,5,1,0,,-,0,0,0,N/A,https://www.facebook.com/399457500101727/posts/5933068200073935,Concentração foi organizada via plataformas online,https://www.noticiasaominuto.com/mundo/2150254/festa-da-selma-o-nome-de-codigo-usado-para-as-invasoes-em-brasilia,,,"""Festa da Selma"". O nome de código usado para as invasões em Brasília", ,,,,19,-3.74
Metro Jornal,metrojornal,169741159736092,TOPIC_NEWSPAPER,BR,"Conectamos milhões de pessoas através de notícias e entretenimento em 18 países, 60 cidades e 8 línguas. Somos Metro World News",2011-01-11 17:39:31,286865,578683,2023-01-09 14:01:33 BRT,2023-01-09,14:01:33,Link,18,1,11,0,0,0,2,1,3,0,,-,0,0,0,N/A,https://www.facebook.com/169741159736092/posts/5932830576760426,Pelo menos 300 bolsonaristas foram presos por atos antidemocráticos em Brasília desde este domingo http://dlvr.it/SgcRBY:=:https://www.metroworldnews.com.br/foco/2023/01/09/festa-da-selma-foi-o-codigo-usado-por-bolsonaristas-para-driblar-vigilancia-nas-redes/,http://dlvr.it/SgcRBY,https://www.metroworldnews.com.br/foco/2023/01/09/festa-da-selma-foi-o-codigo-usado-por-bolsonaristas-para-driblar-vigilancia-nas-redes/,,‘Festa da Selma’ foi o código usado por bolsonaristas para driblar vigilância nas redes,Pelo menos 300 bolsonaristas foram presos por atos antidemocráticos em Brasília desde este domingo,,,,18,-2.56
Infobae,Infobae,34839376970,NEWS_SITE,AR,"Todo el tiempo. Todas las noticias.
",2008-10-14 22:14:26,4207103,6080459,2023-01-10 17:37:03 BRT,2023-01-10,17:37:03,Link,18,1,11,1,0,1,4,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/34839376970/posts/10160816359741971,“Festa da Selma”,https://bit.ly/3X0Uqie,https://www.infobae.com/america/america-latina/2023/01/10/festa-da-selma-que-significa-el-codigo-que-utilizaron-los-bolsonaristas-para-coordinar-la-invasion-a-brasilia/,,Qué significa el código que utilizaron los bolsonaristas para coordinar la invasión a Brasilia,,,,,18,-7.89
E+ Notícias,emaisnoticia,105641164872975,MEDIA,BR,"Compilação de Notícias da Semana, das Diferentes Fontes de Informação da WEB
",2021-01-26 08:01:26,184,254,2023-01-18 17:42:02 BRT,2023-01-18,17:42:02,Photo,17,0,0,17,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/105641164872975/posts/552374933532927,"Como se organizou a ""Festa da Selma"" #festadaselma #terrorista #golpista #Bozo #STF #brasilia vídeo: https://www.youtube.com/watch?v=uv-9LfgwdTE",https://www.facebook.com/emaisnoticia/photos/a.107467231357035/552374383532982/?type=3,,,,,,,,17,-1.29
Jornal de Brasília,jornaldebrasilia,188409064543404,TOPIC_PUBLISHER,BR,"O Jornal de Brasilia é um dos principais veículos da capital, atingindo um extenso público, com enorme e conceituada credibilidade. Acesse e nos conheça: https://jornaldebrasilia.com.br",2011-05-30 19:19:54,559066,563634,2023-01-11 09:33:16 BRT,2023-01-11,09:33:16,Native Video,17,9,5,3,0,0,0,0,0,0,owned,Yes,383,398,0,00:06:32,https://www.facebook.com/188409064543404/posts/6075409975843254,"Festa da Selma. Esse era o código para o plano macabro que os golpistas bolsonaristas arquitetaram para o domingo (8), quando invadiram e depredaram os três principais prédios da República. Em grupos nas redes sociais, havia um grande mapa com os pontos de onde sairiam ônibus para a tal Festa da Selma. A invasão do Congresso, do Planalto e do STF seria o início de um processo maior, que felizmente não aconteceu, em que refinarias seriam tomadas, estradas bloqueadas, torres de transmissão de energia derrubadas. Os detalhes da organização do golpe que felizmente não houve estão no JBrNews de hoje. Com Alexandre Jardim e Rudolfo Lago.",https://www.facebook.com/jornaldebrasilia/videos/399335239057280/,,,JBr News 2023 #008 - Detalhes da preparação para um golpe,,,,,17,-2.41
