Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
Sorriso FM Região dos Vales,sorrisoregiaodosvales,624702394255899,RADIO_STATION,BR,   ,2013-12-31 11:34:26,39042,40690,2023-04-05 12:01:26 BRT,2023-04-05,12:01:26,Photo,8,8,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/624702394255899/posts/6253338458058903,"Trânsito Vida e Bombeiros realizam ações educativas em Vale do Sol Mesmo distantes de assumirem o papel de condutores, as crianças podem ser uma ferramenta essencial para trazer mais segurança e respeito nas estradas. Na manhã dessa terça-feira, 4, o Programa Trânsito Vida em parceria com o Corpo de Bombeiros de Vera Cruz, CFC Machado e Secretaria de Educação de Vale do Sol, desenvolveu o Projeto Primeiros Passos no Trânsito. O evento aconteceu em frente à Prefeitura de Vale do Sol, onde foi montado um espaço para realização de atividades lúdicas para os alunos da EMEI Aquarela. Os voluntários do 9º ano da Escola Municipal de Ensino Fundamental São João Batista, da localidade de Formosa, propuseram jogos, dinâmicas e orientações, além de distribuição de adesivos e material educativo às crianças. Os bombeiros falaram sobre os cuidados com os acidentes e organizaram dinâmicas e passeios com os alunos e professores com viaturas no centro da cidade. Em tom lúdico, mas com uma mensagem muito importante, os pequenos precisaram ficar atentos as informações. Para a secretária municipal de Educação, Deisi Blasi dos Santos, as ações com as crianças são fundamentais em todas as campanhas de segurança e educação no trânsito. “Ações educativas sensibilizam desde muito cedo para um trânsito responsável e seguro. As crianças são replicadoras do conhecimento. Eles cobram e ficam sempre atentos ao que é certo e precisa ser seguido. Estamos formando bons cidadãos para o futuro ”, comenta Deisi. Ela acrescenta que além de desenvolver atividades educativas, momentos como esse são divertidos e criam boas memórias aos pequenos. A próxima ação educativa de trânsito está agendada para o dia 20 de abril, quando alunos voluntários das EMEFs de Vale do Sol participarão de uma Oficina de Formação na Câmara de Vereadores do município. Fonte: AI Prefeitura de Vale do Sol",https://www.facebook.com/sorrisoregiaodosvales/photos/a.624820367577435/6253330834726332/?type=3,,,,,,,,8,-6.12
ABiogás,abiogas,100063726275084,ENERGY_COMPANY,BR,A ABiogás é uma entidade que tem for finalidade unir os interesses de pessoas jurídica e física ,2015-09-20 00:23:26,5159,5244,2023-03-28 18:14:58 BRT,2023-03-28,18:14:58,Photo,8,6,0,2,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063726275084/posts/692375656229971,"A ABIOGÁS é apoiadora do 5º Fórum Sul Brasileiro de Biogás e Biometano! O evento será realizado entre os dias 18 e 20 de abril, no Golden Park Internacional Foz & Convenções, Foz do Iguaçu/PR e conta com uma programação que inclui painéis, visitas técnicas, Espaço de Negócios, encontros setoriais, além da premiação ""Melhores do Biogás"". O Fórum é realizado pelo Centro Internacional de Energias Renováveis (CIBiogás), em parceria com a Empresa Brasileira de Pesquisa Agropecuária - Embrapa Suínos e Aves e a @Universidade de Caxias do Sul (UCS). A organização do evento é da Sociedade Brasileira dos Especialistas em Resíduos das Produções Agropecuária e Agroindustrial (SBERA ). As inscrições para o 5º Fórum podem ser feitas no site do evento: biogasebiometano.com.br",https://www.facebook.com/photo.php?fbid=692361062898097&set=a.381693367298203&type=3,,COMPARTILHAMOS DA MESMA ENERGIA ABiogás Associação Brasileira do Biogás Somos apoiadores do 5° FÓRUM SUL BRASILEIRO BIOGAS EBIOMETANO FOZ DO IGUAÇU PR,,,,,,8,0.42
UFJF - Universidade Federal de Juiz de Fora,UFJFoficial,100064618542374,UNIVERSITY,BR,"UFJF - Universidade Federal de Juiz de Fora: uma das melhores instituições de ensino, pesquisa e exte",2011-01-26 12:11:45,84476,87080,2023-04-17 15:30:02 BRT,2023-04-17,15:30:02,Link,8,4,0,2,2,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100064618542374/posts/611741437656469,"Neste dia 20 de abril, o Centro Regional de Inovação e Transferência de Tecnologia (Critt) da Universidade Federal de Juiz de Fora (UFJF) será o anfitrião da 4ª edição do Dia Mundial da Criatividade. O evento acontece de 10h e 17h, e é aberto ao público. Inscrições por meio de formulário online. Fique por dentro: ",https://bit.ly/3mGyaxa,https://www2.ufjf.br/noticias/2023/04/17/critt-promove-atividades-voltadas-aos-ecossistemas-de-inovacao-e-propriedade-intelectual/,,Critt promove atividades voltadas aos ecossistemas de inovação e propriedade intelectual - Notícias UFJF,Ações serão realizadas em comemoração ao Dia Mundial da Criatividade,,,,8,-4.88
Portal Bem Paraná,bemparana,241646222594264,TOPIC_PUBLISHER,BR,"Notícias do Paraná, Brasil e mundo, cultura, esportes e promoções como e onde o leitor quiser. Bem prático, Bem rápido, Bem fácil, BEM PARANÁ.",2012-03-02 21:17:36,51332,58687,2023-04-10 17:09:59 BRT,2023-04-10,17:09:59,Link,8,7,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/241646222594264/posts/6159139654178195,Saiba onde denunciar ameaças e publicações fakes #bemparana,https://www.bemparana.com.br/noticias/parana/policia-militar-do-parana-desmente-supostos-ataques-a-escolas-no-proximo-dia-20-de-abril-fake-news/,,,"Polícia Militar do Paraná desmente supostos ataques a escolas no próximo dia 20 de abril: ""fake news""",Nesta segunda-feira (10) multiplicaram-se nas redes sociais as informações sobre um suposto ataque orquestrado nas escolas e creches em diversas cidades,,,,8,-4
RJ Informe News,RjInformeNews,100063497659013,MEDIA_NEWS_COMPANY,BR,"PÁGINA VOLTADA AO COMPARTILHAMENTO DE NOTICIAS DO RJ
",2015-09-19 17:21:33,114158,120441,2023-03-24 11:44:21 BRT,2023-03-24,11:44:21,Photo,8,7,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063497659013/posts/702058345254081,"Polícia Civil apreende adolescente que planejava ataque em escola Policiais civis da Delegacia de Proteção à Criança e ao Adolescente (DPCA) e da Delegacia de Crimes Raciais e Delitos de Intolerância (Decradi) realizaram, nesta sexta-feira (24/03), a Operação Liberatio, contra um adolescente que planejava um atentado contra alunos e professores de uma escola do Centro do Rio. Os agentes foram às ruas para cumprir mandados de busca e apreensão domiciliar e de adolescente infrator. O menor foi localizado na própria escola. A operação ocorre após troca de informações entre a Polícia Civil, a Polícia Federal, a Interpol e a Secretaria de Estado de Educação (Seeduc), que colaborou com todo o processo de investigação e está atenta às necessidades de controle social. As informações eram compartilhadas pelo adolescente pela internet e, segundo apurado, ele também fazia apologia ao nazismo. Ainda no âmbito da operação, os policiais cumpriram mandado de busca e apreensão no domicílio de um outro adolescente, em Realengo, Zona Oeste do Rio. Ele também teria publicado vídeos na internet. As investigações revelaram que o ataque estava planejado para o dia 20 de abril deste ano. A data marca os 24 anos do massacre de Columbine, nos Estados Unidos. Na ocasião, dois alunos entraram armados em um colégio do estado do Colorado e mataram 12 estudantes e uma professora. Outras 24 pessoas ficaram feridas.",https://www.facebook.com/photo.php?fbid=702058321920750&set=a.216169693842951&type=3,,,,,,,,8,-6
Educação Adventista Brasil,educacaoadventistabrasil,100064458173328,EDUCATION_COMPANY,BR,Oferecemos para +240 mil alunos uma formação integral baseada em valores e princípios cristãos. ,2010-03-14 12:46:28,357755,360576,2023-04-04 16:24:08 BRT,2023-04-04,16:24:08,Photo,8,7,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100064458173328/posts/608008711357729,"Olá, aluno! Prepare-se para o Enem Interativo. Dos dias 10 a 20/04 acontece o simulado on-line. Mais informações direto em sua escola. Fique ligado! 👩‍💻👨‍💻🗓📌 #EnemInterativo #EnsinoMédio #educacaoadventista #muitoalemdoensino",https://www.facebook.com/photo.php?fbid=607968098028457&set=a.482044827287452&type=3,,SIMULADO ON-LINE enem inter ativo DE 10 A 20/04,,,,,,8,-5.5
ABC do ABC,abcdoabc,100064928941080,NEWS_SITE,BR,"Portal da Região do ABC Paulista, com notícias eventos e guia comercial. Termos ofensivos e publicida",2010-12-07 16:49:31,197906,200351,2023-04-13 05:34:27 BRT,2023-04-13,05:34:27,Link,8,6,0,2,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100064928941080/posts/610248894482737,"Ação promovida pelo Instituto PROA divulga o PROPROFISSÃO, curso gratuito de programação para jovens de 17 a 22 anos de escolas públicas",https://www.abcdoabc.com.br/abc/noticia/robozao-interage-passageiros-estacao-tatuape-metro-dia-20-abril-193643?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1681370381,https://www.abcdoabc.com.br/abc/noticia/robozao-interage-passageiros-estacao-tatuape-metro-dia-20-abril-193643,,Robozão interage com passageiros na estação Tatuapé do Metrô no dia 20 de abril,"Ação promovida pelo Instituto PROA divulga o PROPROFISSÃO, curso gratuito de programação para jovens de 17 a 22 anos de escolas públicas",,,,8,-0.47
Thiago Miranda,thiagofmiranda5,100064690303337,PERSON,BR,,2021-02-25 19:39:55,1306,1327,2023-04-18 08:57:24 BRT,2023-04-18,08:57:24,Photo,7,4,2,0,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100064690303337/posts/615150490651289,"A Fundação cultural chega à Região Carajás, ao município de Marabá, com o projeto cultural ""Expedição Literária"", parte do Programa Institucional “Leitura por todo Pará"". A ação é constituída de um conjunto de atividades de fomento à leitura, valorização de Bibliotecas e fortalecimento da cadeia produtiva do livro. Além de qualificações para agentes culturais, a ação garante a democratização do acesso ao livro, por meio da entrega de kits de autores paraenses a escolas municipais. As atividades serão realizadas no período de 17 a 27/04, em diversos locais, dentre os quais, a Biblioteca Orlando Lobo, onde ocorrem workshops, em escolas municpiais e na Orla Encontro dos rios, local do encerramento, onde haverá a Feira de Livros e o Sarau Literomusical e a Entrega simbólica dos kits para 20 escolas. #GovernodoPará #FundaçãoCulturaldoPará",https://www.facebook.com/photo.php?fbid=615150437317961&set=a.349997550499919&type=3,,Expedição Literária VENHA! FUNDAÇÃO CULTURAL DO PARÁ 圍圓በ ORLANDOLIMALOO ORLANDO LIMA LOBO BIBLIOTEC SARAU DA EXPEDIÇÃO/ CORTEJO DE ENCANTARIAS COM REDE MARABELA 20 DE ABRIL ORLA ENCONTRO DOS RIOS A PARTIR DAS 19h SECULT Secretaria MAG Cultura MARABA 110 anos FUNDAÇÃO DOESTĄDO DOPARA GOVERN PARA,Photos from Thiago Miranda's post,,,,,7,-3.43
Prof. Cris Banhol Bancada Educação e Luta,profCrisBanholePatriciaSantos,100063850341581,POLITICIAN,BR,,2020-09-16 12:32:12,1060,1063,2023-04-15 19:43:23 BRT,2023-04-15,19:43:23,Photo,7,5,0,2,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063850341581/posts/645267994278206,"A recente onda de atentados é expressão de muitos fatores, tendo por fundo a decadência e barbárie capitalista. Para enfrentar isso, é necessário lutar contra esse sistema, mas também tomar medidas emergenciais, como transformar o atual sistema educacional e, pricipalmente, impulsionar a auto-organização da comunidade escolar, inclusive para se auto-defender. Confira 7 medidas emergenciais para combater os ataques às escolas Leia também https://www.pstu.org.br/atentados-contra-escolas-por-que-acontecem-o-que-podemos-fazer/",https://www.facebook.com/photo.php?fbid=645267857611553&set=a.366799632125045&type=3,,"6) Realizar uma mobilização nacional no próximo Dia 20 de abril contra a violência nas escolas. Investigação, prisão e punição aos envolvidos em ameaças na internet; pela autodefesa das escolas. Cobrar dos governos aumento no orçamento da educação e investimento em estrutura adequada. Até agora, as medidas do governo Lula/ Alckmin são insuficientes. Os R$ 150 milhões destinados ao combate à violência nas escolas equivale a menos de R$ 700 para cada escola do pais. PSTU",Photos from Prof. Cris Banhol Bancada Educação e Luta's post,,,,,7,-3.43
Jornal O Ervinense. SFS,OErvinenseNC,100057719268362,TOPIC_NEWSPAPER,BR,"�Seu Jornal local.� 
Notícias,  Turismo, Cultura e Publicidade . Destacando toda a beleza natur",2018-02-13 01:08:25,16222,17995,2023-04-11 13:38:09 BRT,2023-04-11,13:38:09,Photo,7,6,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100057719268362/posts/747917527142216,"#abrilazul 💙 Palestra sobre o autismo. Dia 20/04 Às 13h30 Participação Ama são Chico Associação de pais e amigos dos autistas de SFS. O Cis está localizado na avenida Acaraí, em frente a creche . Participe !",https://www.facebook.com/photo.php?fbid=747917500475552&set=a.401590278441611&type=3,,"PALESTRA ""FALANDO SOBRE AUTISMO"" PALESTRANTES: AMA São Chico-Associação Chico- dos Pais e Amigos Autista de São Francisco do Sul APAE- Associação de Pais e Amigos dos Excepcionais CIS da Praia do Ervino vem através deste, convidar para palestra FALANDO SOBRE AUTISMO"" Dia: 20 de abril às 13h30min- Local: CIS Ervino- Avenida Acarai (Próximo: Escola, CMEI Saúde) Posto de",,,,,,7,-10
Prefeitura Municipal de Wenceslau Braz - MG,prefeiturawb,100064322274276,CITY_HALL,BR,Página Oficial da Prefeitura Municipal de Wenceslau Braz - MG,2014-04-14 13:40:58,4188,5024,2023-04-18 10:12:37 BRT,2023-04-18,10:12:37,Photo,7,6,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100064322274276/posts/616333163854087,"TRANSPORTE PARA A PALESTRA EM PROL AO MÊS DE CONSCIENTIZAÇÃO DO AUTISMO A Prefeitura Municipal de Wenceslau Braz, informa os horários de transporte para todos irem prestigiar a palestra em prol ao mês dedicado à conscientização sobre o autismo, com o tema ""Cuidando do Cuidador"" ministrado pela Carol Ribeiro Freire - Presidente da AGAI - Associação Grupo Apoio a Inclusão de Itajubá MG. O evento acontecerá nesta quinta-feira, dia 20 de abril às 19h no auditório da Escola Municipal João Bárbara da Silva. ADM:2021-2024 Um novo tempo, uma nova cidade",https://www.facebook.com/photo.php?fbid=616331923854211&set=a.463988239088581&type=3,,,,,,,,7,-4.29
Prefeitura de Otacílio Costa,prefeituradeotaciliocosta,100064686640091,CITY_HALL,BR,"Esta página tem a finalidade de interagir com o cidadão otaciliense passando informações relevantes, respondendo perguntas e dando encaminhamento a solicitações. A Prefeitura de Otacílio Costa tem como missão trazer transparência a Administração Pública utilizando todos os recursos e mídias possíveis. Sejam Bem Vindos!!

Uma produção da Assessoria de Comunicação",2017-03-17 00:35:08,6494,7488,2023-04-14 09:45:47 BRT,2023-04-14,09:45:47,Photo,7,6,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100064686640091/posts/616346860531530,"Estão abertas as inscrições para o Programa Agente Ambiental Mirim em Otacílio Costa Seguem abertas até o dia 20 de abril as inscrições para o Programa Agente Ambiental Mirim, sem custo nenhum, para alunos do 4º ano da Rede Municipal de Ensino de Otacílio Costa. O programa Agente Ambiental Mirim têm como objetivo despertar um olhar voltado para a preservação do meio ambiente. No curso, além do teórico, será ensinado as etapas desde o plantio de uma sementinha até o estágio final de uma árvore. Os participantes também irão aprender sobre alimentação saudável, cuidar e cultivar hortas nas escolas e importância da reciclagem, desde a separação até o destino final dos resíduos. Os alunos inscritos recebem uniforme, calçado e todo material necessário para o desenvolvimento das atividades. As aulas irão acontecer uma vez na semana no contraturno escolar. As inscrições devem ser feitas pelos pais das crianças interessadas na Secretaria de Meio Ambiente e Serviços Urbanos, localizada na Rua José Simões, s/n, no bairro Poço Rico, ao lado do Hospital Santa Clara. Maiores informações pelo telefone (49) 3275-1943, no horário de Atendimento das 13h às 19 horas.",https://www.facebook.com/photo.php?fbid=616346840531532&set=a.593942532771963&type=3,,"INSCRIÇÕES ABERTAS PARA PROGRAMA AGENTE AMBIENTAL MIRIM AS OPORTUNIDADES SÃO PARA ALUNOS DO 4°ANO DA REDE MUNICIPAL DE ENSINO. Inscrições na Secretaria de Meio Ambiente e Serviços Urbanos, localizada na Rua José Simões, lado do Hospital até dia 20 de Abril pelos dos alunos do ano da Rede Municipal de Ensino. As aulas ocorrerão uma vez na semana no contraturno escolar. DÚVIDAS: (49) 3275-1943- SECRETARIA DE MEIO AMBIENTE HORÁRIO DE ATENDIMENTO DAS 13:00H ÀS 19:00H. PREFEITURADE OTACILIO COSTA SEMA",,,,,,7,-9.29
Prefeitura de Campo Belo/ MG,campobelomg,100064518919899,GOVERNMENT_ORGANIZATION,BR,"Divulgação de:
Noticias sobre a Administração 2017/2020
Eventos,
Informes de Utilidades Publicas",2017-01-06 16:43:07,14113,19781,2023-04-17 21:30:31 BRT,2023-04-17,21:30:31,Native Video,7,3,0,4,0,0,0,0,0,0,owned,Yes,49,59,0,00:00:48,https://www.facebook.com/100064518919899/posts/606380438189248,"COMPARTILHE ESTA IDEIA A Prefeitura de Campo Belo, por meio da Secretaria Municipal de Educação, lançou um vídeo para mobilizar todas as unidades de ensino e comunidade em geral para o Dia da Compaixão Amor e Gratidão nas escolas do do município. No dia 20 de abril, próxima quinta-feira, cada aluno levar uma flor, um cartão, um abraço para ser distribuído entre professores, colegas, coordenação, direção, toda a equipe de limpeza. A intenção é mudar o foco para um movimento positivo e construtivo. Vamos produzir momentos para compartilhar o bem, dentro e fora do colégio. Cada um compartilha aí uma frase pelo que é grato dentro do ambiente escolar. Lembre-se da época em que era criança, adolescente dentro de uma instituição de ensino. Vamos viralizar esse post e também o sentimento de compaixão! Dia 20.04.2023, próxima quinta, compartilhe o bem dentro e fora das escolas.",https://www.facebook.com/campobelomg/videos/687228113171573/,,,,,,,,7,-5.14
Prefeitura Municipal de Pedreira,prefeiturapedreirasp,100064822836273,GOVERNMENT_ORGANIZATION,BR,Canal de comunicação da Prefeitura Municipal de Pedreira SP,2017-01-03 15:44:05,16234,17899,2023-04-16 09:10:03 BRT,2023-04-16,09:10:03,Photo,7,7,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100064822836273/posts/604734761697280,"Secretaria de Esportes de Pedreira inicia o Torneio Santa Clara de Futebol de Salão 2023 O tradicional Torneio Santa Clara de Futebol de Salão terá início na terça-feira, 18 de abril, reunindo 28 equipes com os jogos sendo disputados na Quadra de Esportes “Waldemar Grolla”, sempre a partir das 19 horas. Nesta terça-feira, 18 de abril, estarão em quadra: 19 horas – West Ham x Kobayashi; 20 horas – Hardes x Lazio; 21 horas – Olímpia Santa Clara x Racing. Na quarta-feira, 19 de abril, Vila Cau x Auto Escola Carlos; 20 horas – Sem Talento x Só Canelas; 21 horas – Santa Cruz x Daólio Futsal. Na quinta-feira, 20 de abril, estarão em quadra as seguintes equipes: 19 horas – Marajoara Junior x Plasnew; 20 horas – Real Jaguari Junior x Eng. Marques Futebol Clube; 21 horas – Grêmio Choop x Esporte Clube Santa Sofia Junior.",https://www.facebook.com/photo.php?fbid=604734728363950&set=a.343613387809420&type=3,,TORNEIO DE FUTSAL SANTA CLARA 2023 FUTSAL AMADOR DE PEDREIRA DE 18 DE ABRIL À 11 DE MAIO PEDREIRA SECRETARIA MUNICIPAL ESPORTEE LAZER,,,,,,7,-4.71
Nova Líder FM,novaliderfm,100063638035241,RADIO_STATION,BR,A Rádio Nova Líder FM do grupo CR de comunicação foi fundada no ano de 2017 no município de Pes,2017-12-27 13:19:56,18516,31717,2023-04-11 22:38:09 BRT,2023-04-11,22:38:09,Photo,7,7,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063638035241/posts/691074019690526,"Nesta terça-feira (11), imagens que circulam nas redes sociais mostram mensagens de um possível atentado na Universidade Católica de Pernambuco (Unicap), localizada na área central do Recife. No entanto, ao LeiaJá, a instituição confirmou que apenas uma é de um espaço da universidade. Em um cartaz, fixado no banheiro da Unicap, há informação de que o suposto ataque está previsto para o dia 20 de abril. ""Atentado. Dia 20\/04"", diz a mensagem. À reportagem, a universidade, através de nota, ressalta que tem ""acompanhado o amplo monitoramento realizado no âmbito federal, estadual e municipal"" sobre os atentados ocorridos em entidades educacionais nas últimas semanas. Além disso, a Unicap salienta o compromisso com ""a paz"" e recomenda que não sejam compartilhados conteúdos falsos ou ""notícias falsas que incluam informações ou motivações relacionadas a atos extremos de violência, a fim de não repercutir qualquer valorização do terror"". Sobre a ameaça, a universidade afirma que identificou as pessoas que podem ser as responsáveis pela propagação dos conteúdos e solicitou às autoridades a adoção de medidas, ""sem prejuízo do que compete a esta IES adotar"". No comunicado, a Unicap também pede que seja comunicado às instâncias administrativas e de gestão qualquer situação de risco para evitar a disseminação do medo. (Reprodução:@leiaja) #ASuaRádio #NovaLíderFM #RedeNovaMais #GrupoCR",https://www.facebook.com/photo.php?fbid=691073953023866&set=a.467074578757139&type=3,,eiaJá UNIVENIDADE CATÓLICA DE PERNAMBUCO Ameaça de ataque é identificada em banheiro da Unicap,Photos from Nova Líder FM's post,,,,,7,-6.43
Terra Brasil Notícias,terrabrasilnoticiasbr,100070760217053,NEWS_SITE,BR,"Página Oficial TERRA BRASIL NOTÍCIAS 🇧🇷
As notícias como elas são.

Deus acima de tudo e d",2021-07-18 01:11:53,3007,3900,2023-04-12 14:20:52 BRT,2023-04-12,14:20:52,Link,7,4,1,1,0,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100070760217053/posts/260830482952290,"Postagens nas redes sociais apontam sobre possibilidade de massacre em escolas no próximo dia 20 de abril pic.twitter.com/kG06MEC0hU:=:https://twitter.com/sousa_dede/status/1646179867929583617 — Dedé News⏳⚓ (@sousa_dede) April 12, 2023 Vídeos nas redes sociais tem apontado sobre a possibilidade de massacres em escolas no próximo dia 20 de abril, data onde o ataque de Colombine completa 24 anos. Esta foi o primeiro ataque em uma instituição de ensino a chocar o mundo.... https://terrabrasilnoticias.com/2023/04/postagens-nas-redes-sociais-apontam-sobre-possibilidade-de-massacre-em-escolas-no-proximo-dia-20-de-abril-veja-video/",https://terrabrasilnoticias.com/2023/04/postagens-nas-redes-sociais-apontam-sobre-possibilidade-de-massacre-em-escolas-no-proximo-dia-20-de-abril-veja-video/,,,Postagens nas redes sociais apontam sobre possibilidade de massacre em escolas no próximo dia 20 de abril; VEJA VÍDEO - Terra Brasil Notícias,Compartilhe: Postagens nas redes sociais apontam sobre possibilidade de massacre em escolas no próximo dia,,,,7,-2.71
Município do Peso da Régua,MunicipioPesodaRegua,100064683637337,LOCAL,PT,www.cm-pesoregua.pt,2011-04-11 15:02:49,23753,27093,2023-04-18 12:02:34 BRT,2023-04-18,12:02:34,Photo,7,6,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100064683637337/posts/617054260460690,"OFICINA ONLINE ‘Vital_idade dos papéis sociais’ mediado por Stellla Bettencourt da Câmara 20 de abril entre as 10h00 e as 11h00 (09h00-10h00 hora Açores) Uma pessoa com 50 anos hoje, tem 50% de probabilidade de atingir 95 anos. Como dar mais vida aos anos, ao invés, de simplesmente somar anos à vida? Como atingir a plenitude de uma maior longevidade com qualidade de vida? As Oficinas ‘Viver com Vital_idade’, são por isso, uma importante fonte de boas práticas de vida saudável e com referências para um processo de envelhecimento ativo com novos propósitos, sobretudo com incidência sobre temáticas de saúde mental e física, segurança e relações sociais. Na próxima sessão contamos poder abordar aspetos relativos à Cidadania Participativa e seus principais benefícios, tomando em perspetiva os vários contextos implícitos como a participação social, os vários tipos de participação, assim como os vários obstáculos e benefícios envolvidos. Terminaremos com o lançamento da questão: o que é ser Cidadão e Participativo? A participação é gratuita, mas com inscrição obrigatória, através de: https://forms.gle/ViVg3gDtCfPR1KqU8:=:https://docs.google.com/forms/d/e/1FAIpQLSc44Gs-FmzowNpQwI_eIO2eMuDt03nLlhSLrBRB4KnmLvNEQg/viewform?usp=embed_facebook",https://www.facebook.com/photo.php?fbid=617054217127361&set=a.461702322662552&type=3,,AbERTA ciclo de oficinas viver com VITAL_IDADE VITAL_ VITAL_IDADEDOS IDADE PAPÉIS SOCIAIS STELLA BETTENCOURT DA CÂMARA [Instituto Superior de Ciências Sociais Políticas Universidade de Lisboa] 10h -11h ONLINE 20 de abril Organização: Ocla Cantanhede Madalena Peso AbERTA Régua Ponte de Madeira Grândola SPGG,,,,,,7,-10.14
Pasgelpan Lda,pasgelpan,100064860031351,RETAIL_COMPANY,PT,Bakery and Cake Design,2012-12-31 11:18:22,52931,53835,2023-03-27 08:28:33 BRT,2023-03-27,08:28:33,Photo,7,5,0,1,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100064860031351/posts/594348206070509,"✨ NOVA AGENDA FORMAÇÃO ✨ Venha aprender connosco! Nas nossas formações vai aprender fazendo! Do chocolate à pastelaria artesanal e conventual e decoração de bolos escolha a sua área e inscreva-se já, os lugares são muito limitados! E se não encontra o que quer aprender desenhamos uma formação à sua medida! Contacte-nos! Info em escola@pasgelpan.com #baking #sweet #doce #cakedesign #waferpaper #learncakes #learnhomebaking #pastelariaportuguesa #workshopbolos #cake #cursobolos #pastelaria #chocolate #bombons #wilton #buttercream #ganache #cremedemanteiga #bakery #porto #workshopporto #pasgelpan",https://www.facebook.com/photo.php?fbid=594347046070625&set=a.551663730338957&type=3,,"ABRIL pasgelpan Escola CAKE DESIGN * CHOCOLATE PASTELARIA 2023 01/04 WORKSHOP INICIAÇÃ CAKE DESIGN 04/04- WORKSHOP MASSAS FOLHADAS 15/04- WORKSHOP BOLACHAS E BISCOITOS TRADICIONAIS gelpan 20/04- -CURSO WILT akeDesign 29/04-WORKSHOPMASS E RECHEIOS FORMAÇÃO INFORMAÇÕES PERSONALIZADA E INSCRIÇÕES WWW.PASGELPAN.COM ""ESCOLA"" ESCOLA@PASGELPAN.COM",,,,,,7,-0.3
